model,train_size,train_pool_size,test_size,seed,train_time_s,infer_time_s,lbfgs_stop_reason,lbfgs_iterations,final_train_nll,accuracy,brier
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,12,0.4719374179840088,0.016002178192138672,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,85.0,4.473209381103516,0.6572631578947369,0.2911902790731697
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,12,0.15636110305786133,0.015999317169189453,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19.0,5.13712215423584,0.638,0.281229375374131
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",50,500,9500,12,0.48058009147644043,0.009999513626098633,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,107.0,4.56066370010376,0.7241052631578947,0.22484444696982772
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,12,0.6315782070159912,0.05402708053588867,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,71.0,4.5423994064331055,0.6882105263157895,0.2602136406206733
TabPFN Classifier (v2.5 default),50,500,9500,12,0.18243026733398438,3.8202946186065674,,,0.19017346430690762,0.7543157894736842,0.16839392151991256
TabPFN Classifier (v2 compatibility),50,500,9500,12,0.16745853424072266,3.0134191513061523,,,0.2659351872339692,0.7523157894736842,0.168923279051492
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,12,0.5208737850189209,0.022116422653198242,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,81.0,4.83221960067749,0.7864210526315789,0.162588345237579
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,12,0.4172186851501465,0.024999380111694336,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46.0,4.86739444732666,0.85,0.1081844658224638
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",100,500,9500,12,0.4944620132446289,0.014505624771118164,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,82.0,4.790461540222168,0.8369473684210527,0.1181170851016863
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,12,0.7423241138458252,0.09451436996459961,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,58.0,4.832244873046875,0.7857894736842105,0.16285547375965992
TabPFN Classifier (v2.5 default),100,500,9500,12,0.3894312381744385,3.253779649734497,,,0.31014332413379736,0.8170526315789474,0.14153831017556234
TabPFN Classifier (v2 compatibility),100,500,9500,12,0.17458367347717285,3.066467046737671,,,0.3729224421841383,0.8150526315789474,0.13976029721231398
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,12,0.6217200756072998,0.07700610160827637,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,43.0,4.561573028564453,0.8433684210526315,0.11947042041223555
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,12,0.7519059181213379,0.07651233673095703,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41.0,4.487519264221191,0.9012631578947369,0.07101601353952515
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",300,500,9500,12,1.3958160877227783,0.0492403507232666,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,117.0,4.438462257385254,0.89,0.07817196243996691
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,12,2.639568328857422,0.2929058074951172,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,72.0,4.5443830490112305,0.8621052631578947,0.10236379853050842
TabPFN Classifier (v2.5 default),300,500,9500,12,0.3252389430999756,3.6129794120788574,,,0.10277715448120586,0.884421052631579,0.08445364982094632
TabPFN Classifier (v2 compatibility),300,500,9500,12,0.2272627353668213,3.324127197265625,,,0.14384727143174,0.8832631578947369,0.08427631088775933
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,12,1.9714999198913574,0.10741472244262695,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,99.0,4.445553779602051,0.8581052631578947,0.1064173346290841
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,12,1.0345125198364258,0.13536977767944336,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40.0,4.348513603210449,0.9084210526315789,0.06449408554359026
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",500,500,9500,12,1.220170021057129,0.09249210357666016,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,55.0,4.314798355102539,0.901578947368421,0.06992436726523954
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,12,6.07416296005249,0.6867861747741699,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,75.0,4.404350280761719,0.8826315789473684,0.08638262129376398
TabPFN Classifier (v2.5 default),500,500,9500,12,0.1973714828491211,3.799639940261841,,,0.04916607307923816,0.907157894736842,0.06621539069551102
TabPFN Classifier (v2 compatibility),500,500,9500,12,0.13646578788757324,5.0191309452056885,,,0.04696803645588711,0.9143157894736842,0.06150526724244511
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,13,1.0089609622955322,0.010996580123901367,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,154.0,4.437020301818848,0.6930526315789474,0.2677996174677754
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,13,0.10593271255493164,0.03551506996154785,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15.0,5.137154579162598,0.638,0.28061856049672457
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",50,500,9500,13,1.2618341445922852,0.009007930755615234,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,193.0,4.464348793029785,0.7101052631578947,0.23582048941804112
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,13,0.8990752696990967,0.055193424224853516,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,99.0,4.432413101196289,0.6955789473684211,0.2668051669625395
TabPFN Classifier (v2.5 default),50,500,9500,13,0.20412898063659668,3.3421504497528076,,,0.20609602251929304,0.7369473684210527,0.17322151893377363
TabPFN Classifier (v2 compatibility),50,500,9500,13,0.13353323936462402,2.802394151687622,,,0.2713700874030351,0.7433684210526316,0.17018367411058136
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,13,0.6032752990722656,0.017476558685302734,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93.0,4.541730880737305,0.7987368421052632,0.15523121359853115
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,13,0.3205423355102539,0.023799419403076172,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38.0,4.60282039642334,0.8392631578947368,0.11951852683833883
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",100,500,9500,13,0.4605410099029541,0.014512300491333008,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,91.0,4.555902481079102,0.8313684210526315,0.12336946016523957
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,13,1.1136882305145264,0.08687067031860352,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,136.0,4.540707111358643,0.7988421052631579,0.15438390815956193
TabPFN Classifier (v2.5 default),100,500,9500,13,0.17876362800598145,3.18648624420166,,,0.1674846886843191,0.8214736842105264,0.12514794111969213
TabPFN Classifier (v2 compatibility),100,500,9500,13,0.12404632568359375,2.767119884490967,,,0.22180033287189793,0.8156842105263158,0.12961137181206145
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,13,0.7649798393249512,0.04817605018615723,ABNORMAL: ,75.0,4.647675037384033,0.8174736842105264,0.13936027774441084
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,13,0.3770577907562256,0.07129907608032227,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33.0,4.528674602508545,0.8701052631578947,0.09139800496011503
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",300,500,9500,13,0.8966629505157471,0.047301530838012695,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,103.0,4.4971771240234375,0.8643157894736843,0.09718126931525015
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,13,2.053041458129883,0.27571964263916016,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,58.0,4.584942817687988,0.8557894736842105,0.10549790457069076
TabPFN Classifier (v2.5 default),300,500,9500,13,0.2757298946380615,3.2806479930877686,,,0.08863520605112901,0.8726315789473684,0.0900698981437317
TabPFN Classifier (v2 compatibility),300,500,9500,13,0.1510930061340332,3.0126118659973145,,,0.08930702842244685,0.8751578947368421,0.08864124865541788
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,13,1.3105335235595703,0.10395598411560059,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,79.0,4.533941268920898,0.8745263157894737,0.09234077645629361
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,13,1.015622615814209,0.13600420951843262,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,43.0,4.391973972320557,0.9108421052631579,0.06165959558657042
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",500,500,9500,13,1.557051658630371,0.09546613693237305,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,98.0,4.358905792236328,0.9149473684210526,0.060393382979626695
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,13,4.335240364074707,0.6844921112060547,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60.0,4.484927177429199,0.8983157894736842,0.07450257014820631
TabPFN Classifier (v2.5 default),500,500,9500,13,0.21403813362121582,3.569761276245117,,,0.08820989416454271,0.8978947368421053,0.07162780665583099
TabPFN Classifier (v2 compatibility),500,500,9500,13,0.17647266387939453,3.5350089073181152,,,0.07383611851292508,0.9069473684210526,0.06791705081743851
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,14,0.7864863872528076,0.010921955108642578,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,118.0,4.809564590454102,0.6831578947368421,0.26594402278796186
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,14,0.16212153434753418,0.013781547546386719,ABNORMAL: ,15.0,5.137284755706787,0.638,0.28179955622627295
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",50,500,9500,14,0.8259906768798828,0.010104894638061523,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160.0,4.757181167602539,0.7136842105263158,0.21952498159020553
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,14,0.6418735980987549,0.04595589637756348,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,95.0,4.75153923034668,0.6597894736842105,0.2636844412278633
TabPFN Classifier (v2.5 default),50,500,9500,14,0.18230390548706055,3.1785085201263428,,,0.38291974995733236,0.7002105263157895,0.18413443020657225
TabPFN Classifier (v2 compatibility),50,500,9500,14,0.14736294746398926,2.6863183975219727,,,0.43066340953511656,0.7431578947368421,0.1774642481175353
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,14,0.5382778644561768,0.018209457397460938,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90.0,4.629844665527344,0.8,0.1499560458568799
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,14,0.3692283630371094,0.0229489803314209,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46.0,4.76934814453125,0.7822105263157895,0.1668991595588814
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",100,500,9500,14,0.7995150089263916,0.015054464340209961,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,149.0,4.594127655029297,0.8131578947368421,0.1379024711343712
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,14,0.6397922039031982,0.08637022972106934,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,71.0,4.629809379577637,0.8010526315789473,0.14946784911914948
TabPFN Classifier (v2.5 default),100,500,9500,14,0.23029494285583496,3.2417526245117188,,,0.23130290819784743,0.7633684210526316,0.15607446253756418
TabPFN Classifier (v2 compatibility),100,500,9500,14,0.13540935516357422,2.9314002990722656,,,0.2752499524031908,0.7761052631578947,0.1519338045751624
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,14,0.6647806167602539,0.05671501159667969,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,59.0,4.370762825012207,0.8572631578947368,0.10907714871187531
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,14,0.45455265045166016,0.07002377510070801,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38.0,4.325990200042725,0.8866315789473684,0.08425151822352547
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",300,500,9500,14,1.2021610736846924,0.04268002510070801,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,142.0,4.260124206542969,0.8777894736842106,0.08953374604092008
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,14,2.8277838230133057,0.24338793754577637,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,94.0,4.319131851196289,0.8576842105263158,0.10401001574260119
TabPFN Classifier (v2.5 default),300,500,9500,14,0.24868273735046387,3.262350082397461,,,0.05226559983092074,0.8738947368421053,0.08948310498611807
TabPFN Classifier (v2 compatibility),300,500,9500,14,0.15101337432861328,3.125117063522339,,,0.037468931082405676,0.8788421052631579,0.08567688013536953
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,14,0.7269418239593506,0.10775351524353027,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36.0,4.387298583984375,0.8661052631578947,0.10125704814926151
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,14,0.9470579624176025,0.13212943077087402,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40.0,4.281450271606445,0.9081052631578947,0.06595543140215165
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",500,500,9500,14,0.9528079032897949,0.09238004684448242,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,61.0,4.212708473205566,0.9057894736842105,0.06853771752907474
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,14,4.834811210632324,0.6251165866851807,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,69.0,4.314988136291504,0.8850526315789473,0.08391531455206723
TabPFN Classifier (v2.5 default),500,500,9500,14,0.1780390739440918,3.557023286819458,,,0.05183115598290568,0.8984210526315789,0.07107224850547315
TabPFN Classifier (v2 compatibility),500,500,9500,14,0.1641995906829834,3.4156723022460938,,,0.027374821178261503,0.9054736842105263,0.06477566900944635
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,15,0.677509069442749,0.011349201202392578,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,136.0,4.5402302742004395,0.7125263157894737,0.24211735884678093
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,15,0.3460276126861572,0.014511585235595703,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44.0,4.654856204986572,0.738421052631579,0.21372483438279977
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",50,500,9500,15,0.7034316062927246,0.007999420166015625,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,124.0,4.610918045043945,0.7633684210526316,0.18401510669234716
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,15,0.5416598320007324,0.044883012771606445,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84.0,4.474051475524902,0.7170526315789474,0.23553721330029398
TabPFN Classifier (v2.5 default),50,500,9500,15,0.25302839279174805,3.051863431930542,,,0.17218311587512208,0.7682105263157895,0.15625826255301475
TabPFN Classifier (v2 compatibility),50,500,9500,15,0.12738704681396484,2.7026991844177246,,,0.21754114402438154,0.7557894736842106,0.1655726378972849
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,15,0.722282886505127,0.018938541412353516,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,112.0,4.595670700073242,0.7961052631578948,0.16361370412198803
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,15,0.3491091728210449,0.022200584411621094,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,50.0,4.590388298034668,0.8332631578947368,0.12405264425731237
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",100,500,9500,15,0.36008548736572266,0.0135955810546875,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,75.0,4.5245361328125,0.8301052631578948,0.12571402341593838
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,15,0.5037391185760498,0.09204649925231934,ABNORMAL: ,53.0,4.516608238220215,0.8137894736842105,0.14425476359373832
TabPFN Classifier (v2.5 default),100,500,9500,15,0.17178702354431152,3.207738161087036,,,0.11889673171897815,0.8121052631578948,0.12605122310196235
TabPFN Classifier (v2 compatibility),100,500,9500,15,0.15615582466125488,2.7871832847595215,,,0.16046776306470076,0.8122105263157895,0.12777878123489952
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,15,0.7121250629425049,0.05430150032043457,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78.0,4.469481468200684,0.8489473684210527,0.11571022495890339
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,15,0.4648702144622803,0.07020115852355957,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36.0,4.402144908905029,0.889578947368421,0.07761452951074635
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",300,500,9500,15,1.1205549240112305,0.048995018005371094,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,121.0,4.356621742248535,0.8893684210526316,0.07787339852349016
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,15,2.4984755516052246,0.2562220096588135,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,87.0,4.426901817321777,0.8728421052631579,0.09264421754612613
TabPFN Classifier (v2.5 default),300,500,9500,15,0.25134944915771484,3.310105085372925,,,0.07378967771473571,0.8792631578947369,0.08588477152294945
TabPFN Classifier (v2 compatibility),300,500,9500,15,0.17838001251220703,3.0677404403686523,,,0.07035260471506123,0.8878947368421053,0.08095174682203722
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,15,1.037743330001831,0.08763599395751953,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,69.0,4.461180686950684,0.8636842105263158,0.10058072509061475
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,15,0.5116269588470459,0.13454246520996094,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,26.0,4.342947959899902,0.9084210526315789,0.06522552788356815
"GPyTorch Milios Dirichlet (RBF, ARD, LBFGS-defaults)",500,500,9500,15,0.7728066444396973,0.08911776542663574,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48.0,4.304388999938965,0.9088421052631579,0.06556141286936923
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,15,6.005715370178223,0.6344611644744873,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,87.0,4.383250713348389,0.8887368421052632,0.08202262821104997
TabPFN Classifier (v2.5 default),500,500,9500,15,0.1655867099761963,3.6245932579040527,,,0.06411962770559211,0.9016842105263158,0.07182086675245636
TabPFN Classifier (v2 compatibility),500,500,9500,15,0.14472746849060059,3.3990261554718018,,,0.06633373410797157,0.9058947368421053,0.06795617977871014
