model,train_size,train_pool_size,test_size,seed,train_time_s,infer_time_s,n_restarts,n_successful_restarts,n_failed_restarts,selected_restart_idx,lbfgs_stop_reason,lbfgs_iterations,final_train_nll,final_kf,accuracy,brier
TabPFN Classifier (v2 compatibility),500,500,9500,4,0.11475896835327148,3.157263994216919,1,1,0,0,,,0.051345920238847,,0.9004210526315789,0.07053238450758624
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,5,5.793529033660889,0.006013393402099609,16,16,0,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,112.0,4.636743068695068,0.32269755449446846,0.7102105263157895,0.2452918304008183
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,5,3.7046451568603516,0.008020401000976562,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,59.0,4.823489189147949,0.349201620324916,0.7317894736842105,0.2168195657914375
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,5,5.760888338088989,0.023807525634765625,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,86.0,4.636695861816406,0.3051283207678575,0.7109473684210527,0.245110271941835
TabPFN Classifier (v2.5 default),50,500,9500,5,0.12079572677612305,2.7549564838409424,1,1,0,0,,,0.3637605844270682,,0.7252631578947368,0.17899841891043985
TabPFN Classifier (v2 compatibility),50,500,9500,5,0.09639286994934082,2.5392003059387207,1,1,0,0,,,0.40269247274160164,,0.7905263157894736,0.15071148639574183
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,5,4.554166793823242,0.0,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,81.0,4.588323593139648,0.6385113048974274,0.7492631578947369,0.20545735362107498
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,5,4.809153318405151,0.012135744094848633,16,16,0,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44.0,4.5939040184021,0.5866578059257558,0.7758947368421053,0.1796168287242905
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,5,8.712741613388062,0.04715919494628906,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80.0,4.587863445281982,0.6363217151773437,0.7661052631578947,0.19468422658961027
TabPFN Classifier (v2.5 default),100,500,9500,5,0.14563536643981934,2.8583481311798096,1,1,0,0,,,0.19009015647977415,,0.7865263157894736,0.14309833531954178
TabPFN Classifier (v2 compatibility),100,500,9500,5,0.10494518280029297,2.537659168243408,1,1,0,0,,,0.24770269150335242,,0.8086315789473684,0.13122657539957852
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,5,11.027576208114624,0.025443315505981445,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,133.0,4.612265586853027,0.8674363147658624,0.867578947368421,0.09768855840458761
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,5,6.388929843902588,0.031416893005371094,16,16,0,4,ABNORMAL: ,39.0,4.500802516937256,0.8821929315821425,0.9057894736842105,0.06836113192638882
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,5,31.16658592224121,0.12069177627563477,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89.0,4.50838565826416,0.8665423240570531,0.884,0.08555834838640831
TabPFN Classifier (v2.5 default),300,500,9500,5,0.16813874244689941,3.020526885986328,1,1,0,0,,,0.143770783829695,,0.8694736842105263,0.09131008292959933
TabPFN Classifier (v2 compatibility),300,500,9500,5,0.12651777267456055,2.8007185459136963,1,1,0,0,,,0.15694283931189512,,0.8698947368421053,0.09043086573579145
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,5,13.585036039352417,0.0475001335144043,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,76.0,4.440217971801758,0.9083753749646618,0.872421052631579,0.0953940728131312
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,5,10.284738302230835,0.057387590408325195,16,16,0,8,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27.0,4.284499168395996,0.9081225707031972,0.9084210526315789,0.06580912530104666
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,5,62.06787109375,0.20761537551879883,16,16,0,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78.0,4.344240188598633,0.9060570852778866,0.8930526315789473,0.07773808939544989
TabPFN Classifier (v2.5 default),500,500,9500,5,1.4630961418151855,3.362819194793701,1,1,0,0,,,0.08549875060785138,,0.8863157894736842,0.07820777620812554
TabPFN Classifier (v2 compatibility),500,500,9500,5,0.11783766746520996,3.190807580947876,1,1,0,0,,,0.07301046356082525,,0.8952631578947369,0.07294035762240696
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,6,5.571480989456177,0.006010770797729492,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,138.0,4.552873611450195,0.297883373890445,0.6329473684210526,0.3102876506025494
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,6,1.6780636310577393,0.0057637691497802734,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17.0,5.137272834777832,0.38181448300323706,0.638,0.28192215297376355
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,6,7.765053749084473,0.023546457290649414,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,114.0,4.552297592163086,0.3031843538628729,0.6361052631578947,0.30814767547123395
TabPFN Classifier (v2.5 default),50,500,9500,6,0.12901544570922852,2.7750766277313232,1,1,0,0,,,0.40679973788640345,,0.7014736842105264,0.19351645841287626
TabPFN Classifier (v2 compatibility),50,500,9500,6,0.11503720283508301,2.439286947250366,1,1,0,0,,,0.36879073125865985,,0.7850526315789473,0.16755864923572442
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,6,8.27029538154602,0.00978541374206543,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,233.0,4.481639862060547,0.5764435286507905,0.7442105263157894,0.21046563465288662
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,6,6.5241804122924805,0.011775493621826172,16,16,0,13,ABNORMAL: ,107.0,4.541033744812012,0.5167095485187296,0.7796842105263158,0.17270017191203313
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,6,8.614403247833252,0.04143643379211426,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90.0,4.481592178344727,0.5876045438114307,0.7443157894736843,0.21050968998615416
TabPFN Classifier (v2.5 default),100,500,9500,6,0.1303882598876953,2.813697338104248,1,1,0,0,,,0.10359284938358299,,0.7781052631578947,0.15480885717015377
TabPFN Classifier (v2 compatibility),100,500,9500,6,0.1092677116394043,2.5448551177978516,1,1,0,0,,,0.1028160207166431,,0.7971578947368421,0.1386995332413592
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,6,12.087832689285278,0.016060590744018555,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,143.0,4.449617385864258,0.8525543743751564,0.8529473684210527,0.10858573484989283
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,6,5.960824728012085,0.04789257049560547,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.0,4.389490127563477,0.8657483184702426,0.8877894736842106,0.08052344839372047
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,6,32.64110016822815,0.12712931632995605,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,102.0,4.432216644287109,0.8483165040742794,0.8752631578947369,0.09212353607989691
TabPFN Classifier (v2.5 default),300,500,9500,6,0.11530280113220215,3.018143653869629,1,1,0,0,,,0.10467712766638539,,0.8781052631578947,0.08653008680848155
TabPFN Classifier (v2 compatibility),300,500,9500,6,0.12197494506835938,2.8634443283081055,1,1,0,0,,,0.08705423163956255,,0.8817894736842106,0.08277188861498787
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,6,10.848400592803955,0.04770231246948242,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47.0,4.325783729553223,0.9035740169299474,0.8669473684210526,0.09746337863213159
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,6,10.6088387966156,0.0574345588684082,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30.0,4.244245529174805,0.9061093180604426,0.9047368421052632,0.0693269215134059
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,6,67.6465835571289,0.21202445030212402,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.289984226226807,0.9041507782600896,0.8923157894736842,0.07997228414088116
TabPFN Classifier (v2.5 default),500,500,9500,6,0.19948339462280273,3.366093397140503,1,1,0,0,,,0.05904650542560473,,0.8936842105263157,0.07539388979873882
TabPFN Classifier (v2 compatibility),500,500,9500,6,0.11830663681030273,3.1688027381896973,1,1,0,0,,,0.0391044184613551,,0.9006315789473684,0.07097915377216232
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,7,9.344261407852173,0.0057599544525146484,16,16,0,3,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,217.0,4.272867679595947,0.39022205644783037,0.6801052631578948,0.28329515471882544
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,7,2.978680372238159,0.00603485107421875,16,16,0,2,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47.0,4.359404563903809,0.3137050201912538,0.7185263157894737,0.23724272581067885
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,7,7.521471261978149,0.01566767692565918,16,16,0,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115.0,4.272975921630859,0.3412040916559722,0.6798947368421052,0.2836522183222741
TabPFN Classifier (v2.5 default),50,500,9500,7,0.12097501754760742,2.7989232540130615,1,1,0,0,,,0.10412755252511749,,0.7608421052631579,0.16383746125076365
TabPFN Classifier (v2 compatibility),50,500,9500,7,0.11246657371520996,2.5071325302124023,1,1,0,0,,,0.11394265727754424,,0.7884210526315789,0.1462177606106414
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,7,6.520020961761475,0.00981903076171875,16,16,0,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96.0,4.4122161865234375,0.6345385484058891,0.7852631578947369,0.17408021155250944
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,7,3.7561686038970947,0.011766672134399414,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46.0,4.381757736206055,0.6370966216660927,0.8044210526315789,0.15230846721976232
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,7,7.273501873016357,0.03180241584777832,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,69.0,4.412001609802246,0.5978156597823134,0.785578947368421,0.17382641274953325
TabPFN Classifier (v2.5 default),100,500,9500,7,0.13650774955749512,2.8244287967681885,1,1,0,0,,,0.09209798634820959,,0.8014736842105263,0.13673062120035057
TabPFN Classifier (v2 compatibility),100,500,9500,7,0.10002255439758301,2.5040905475616455,1,1,0,0,,,0.10935843879519844,,0.8127368421052632,0.133800139250919
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,7,7.743775129318237,0.02392745018005371,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,70.0,4.359104633331299,0.8414329279892669,0.8572631578947368,0.10899763458568654
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,7,6.3007972240448,0.03571629524230957,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41.0,4.23175573348999,0.8344731173639599,0.8845263157894737,0.08484496880094246
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,7,29.850499391555786,0.12504959106445312,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.26302433013916,0.8242507339522431,0.8729473684210526,0.09478236828552182
TabPFN Classifier (v2.5 default),300,500,9500,7,0.6398289203643799,3.018549919128418,1,1,0,0,,,0.0714828894655066,,0.8642105263157894,0.09544082714157617
TabPFN Classifier (v2 compatibility),300,500,9500,7,0.10451889038085938,2.8263769149780273,1,1,0,0,,,0.07431651515444043,,0.8601052631578947,0.09984887032628938
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,7,19.376689910888672,0.04777264595031738,16,16,0,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115.0,4.344841003417969,0.8987326778516589,0.8561052631578947,0.10898048218791236
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,7,10.45232105255127,0.05847454071044922,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29.0,4.208717346191406,0.9115706774485046,0.8962105263157895,0.07410071142146911
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,7,70.29366970062256,0.20296311378479004,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,90.0,4.27935791015625,0.8981012802741528,0.8753684210526316,0.09098420184338725
TabPFN Classifier (v2.5 default),500,500,9500,7,0.17913103103637695,3.384739637374878,1,1,0,0,,,0.06957404375489698,,0.8852631578947369,0.07990488981345455
TabPFN Classifier (v2 compatibility),500,500,9500,7,0.12058687210083008,3.194371461868286,1,1,0,0,,,0.0567463019300695,,0.8923157894736842,0.07695842225571098
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,8,5.691241979598999,0.0,16,16,0,6,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,162.0,4.6477460861206055,0.24839540528100246,0.696,0.25855079688377086
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,8,2.3827409744262695,0.006017446517944336,16,16,0,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,52.0,4.698320388793945,0.20012718660474516,0.7041052631578948,0.23953454937114768
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,8,6.457944631576538,0.03181958198547363,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78.0,4.629613876342773,0.3572404213120314,0.7081052631578947,0.24372534925301184
TabPFN Classifier (v2.5 default),50,500,9500,8,0.11029243469238281,2.7688496112823486,1,1,0,0,,,0.18791731669756587,,0.7377894736842106,0.17307962082001593
TabPFN Classifier (v2 compatibility),50,500,9500,8,0.1057126522064209,2.4780633449554443,1,1,0,0,,,0.24738069286457698,,0.7742105263157895,0.1525168082767638
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,8,6.444978475570679,0.00801849365234375,16,16,0,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,136.0,4.693060874938965,0.6506938691165455,0.8141052631578948,0.14366550919905177
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,8,3.7431511878967285,0.011778593063354492,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.0,4.673953533172607,0.6172869762612503,0.8329473684210527,0.1261142879964628
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,8,7.091114521026611,0.039664506912231445,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,87.0,4.703365325927734,0.6225525758058545,0.8309473684210527,0.1262214760735937
TabPFN Classifier (v2.5 default),100,500,9500,8,0.12386631965637207,2.839670181274414,1,1,0,0,,,0.20518779446848104,,0.8173684210526316,0.12732248146064687
TabPFN Classifier (v2 compatibility),100,500,9500,8,0.10412240028381348,2.538841485977173,1,1,0,0,,,0.2534521632759891,,0.8226315789473684,0.12359517313751558
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,8,8.597393274307251,0.023697376251220703,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,98.0,4.5174102783203125,0.8555867185080188,0.8370526315789474,0.12452098255440791
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,8,5.78780460357666,0.032004594802856445,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31.0,4.4276299476623535,0.8848704599962498,0.8991578947368422,0.07124195458380855
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,8,28.287034034729004,0.13666772842407227,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,83.0,4.467002868652344,0.8601339747426354,0.879578947368421,0.08836153465622781
TabPFN Classifier (v2.5 default),300,500,9500,8,0.1456620693206787,3.0586743354797363,1,1,0,0,,,0.12821197950943264,,0.8622105263157894,0.09490985173183406
TabPFN Classifier (v2 compatibility),300,500,9500,8,0.1063241958618164,2.790444850921631,1,1,0,0,,,0.11782009743147871,,0.8621052631578947,0.09507618397063686
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,8,15.688419818878174,0.057860612869262695,16,16,0,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,88.0,4.377943992614746,0.9032122359126941,0.8685263157894737,0.09907689567532431
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,8,12.038932085037231,0.06897425651550293,16,16,0,4,ABNORMAL: ,28.0,4.266839981079102,0.8648687436783307,0.9109473684210526,0.06431591345514255
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,8,70.18420267105103,0.20748639106750488,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,86.0,4.310792446136475,0.8947154323633038,0.8951578947368422,0.07761939604679613
TabPFN Classifier (v2.5 default),500,500,9500,8,0.8470921516418457,3.363190174102783,1,1,0,0,,,0.06401727388963047,,0.8987368421052632,0.07227352096165587
TabPFN Classifier (v2 compatibility),500,500,9500,8,0.12105226516723633,3.1539793014526367,1,1,0,0,,,0.03392788554167576,,0.9052631578947369,0.06692492480009513
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",50,500,9500,9,7.5729310512542725,0.01604771614074707,16,16,0,1,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160.0,4.6732025146484375,0.277202166667176,0.6917894736842105,0.25503541591364015
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",50,500,9500,9,2.0928447246551514,0.012512683868408203,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41.0,4.76741361618042,0.3339334076851169,0.6853684210526316,0.26028549214292396
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",50,500,9500,9,7.685324430465698,0.031357526779174805,16,16,0,5,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89.0,4.545534133911133,0.31523472833858185,0.6346315789473684,0.3171488282375266
TabPFN Classifier (v2.5 default),50,500,9500,9,0.12193703651428223,2.7465250492095947,1,1,0,0,,,0.20812475845222816,,0.7036842105263158,0.19310202947944619
TabPFN Classifier (v2 compatibility),50,500,9500,9,0.09484291076660156,2.4640259742736816,1,1,0,0,,,0.2758057751405021,,0.7183157894736842,0.17442549957117157
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",100,500,9500,9,5.188445329666138,0.01003718376159668,16,16,0,4,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,105.0,4.57746696472168,0.5798572820995967,0.7378947368421053,0.21753495379193172
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",100,500,9500,9,4.266906023025513,0.010051488876342773,16,16,0,7,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42.0,4.6693902015686035,0.5807705689988385,0.7724210526315789,0.17672036594166796
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",100,500,9500,9,8.464072465896606,0.03967761993408203,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,95.0,4.577220439910889,0.5453036981825659,0.7396842105263158,0.21579736284231762
TabPFN Classifier (v2.5 default),100,500,9500,9,0.12225723266601562,2.8191118240356445,1,1,0,0,,,0.17230417587363828,,0.7946315789473685,0.13955096878557918
TabPFN Classifier (v2 compatibility),100,500,9500,9,0.11150503158569336,2.5296106338500977,1,1,0,0,,,0.19814511067911858,,0.8303157894736842,0.12344615664130808
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",300,500,9500,9,10.284799098968506,0.024164438247680664,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93.0,4.598395347595215,0.8381250751306858,0.826,0.13104603846469634
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",300,500,9500,9,6.064441919326782,0.04566359519958496,16,16,0,15,ABNORMAL: ,32.0,4.460470199584961,0.7832685385354545,0.9090526315789473,0.06558389538485593
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",300,500,9500,9,30.521453142166138,0.14099502563476562,16,16,0,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,74.0,4.482226371765137,0.8129846941630647,0.8826315789473684,0.08531250536606041
TabPFN Classifier (v2.5 default),300,500,9500,9,0.17486333847045898,3.2649214267730713,1,1,0,0,,,0.09591630935992623,,0.8867368421052632,0.08133246328993861
TabPFN Classifier (v2 compatibility),300,500,9500,9,0.11411499977111816,2.923377513885498,1,1,0,0,,,0.08337090987461646,,0.8861052631578947,0.07975893837046996
"GP+ GPClassifier (RBF, ARD, LBFGS-defaults)",500,500,9500,9,8.910496950149536,0.05123734474182129,16,16,0,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39.0,4.408075332641602,0.8976649270884572,0.8913684210526316,0.08039321017980465
"GP+ GPClassifier (Matern, nu=0.5, ARD, LBFGS-defaults)",500,500,9500,9,11.386551141738892,0.07473230361938477,16,16,0,1,ABNORMAL: ,36.0,4.281878471374512,0.933132300049218,0.9253684210526316,0.05440306216304933
"GP+ GPClassifier (PowerExp, p=learned, LBFGS-defaults)",500,500,9500,9,85.12280607223511,0.2353503704071045,16,16,0,12,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80.0,4.320378303527832,0.896250895933379,0.8973684210526316,0.07334202898736114
TabPFN Classifier (v2.5 default),500,500,9500,9,0.21144843101501465,3.4134716987609863,1,1,0,0,,,0.04096288864351454,,0.8973684210526316,0.0728692120522862
TabPFN Classifier (v2 compatibility),500,500,9500,9,0.10684704780578613,3.202512264251709,1,1,0,0,,,0.023794618803368403,,0.9069473684210526,0.06816648585447972
